id, prediction
2498,negative
2499,negative
2500,negative
2501,negative
2502,negative
2503,positive
2504,positive
2505,negative
2506,positive
2507,positive
2508,positive
2509,negative
2510,negative
2511,positive
2512,positive
2513,positive
2514,positive
2515,positive
2516,negative
2517,positive
2518,negative
2519,negative
2520,negative
2521,negative
2522,negative
2523,negative
2524,positive
2525,positive
2526,positive
2527,positive
2528,positive
2529,negative
2530,negative
2531,negative
2532,positive
2533,positive
2534,positive
2535,positive
2536,positive
2537,negative
2538,negative
2539,negative
2540,negative
2541,negative
2542,positive
2543,positive
2544,positive
2545,negative
2546,negative
2547,positive
2548,negative
2549,negative
2550,positive
2551,positive
2552,negative
2553,negative
2554,positive
2555,positive
2556,positive
2557,negative
2558,negative
2559,positive
2560,negative
2561,positive
2562,negative
2563,positive
2564,positive
2565,negative
2566,negative
2567,negative
2568,positive
2569,positive
2570,negative
2571,negative
2572,positive
2573,negative
2574,negative
2575,negative
2576,positive
2577,positive
2578,positive
2579,positive
2580,negative
2581,negative
2582,negative
2583,negative
2584,negative
2585,negative
2586,negative
2587,positive
2588,positive
2589,positive
2590,negative
2591,negative
2592,positive
2593,negative
2594,positive
2595,negative
2596,negative
2597,negative
2598,negative
2599,negative
2600,negative
2601,positive
2602,negative
2603,positive
2604,negative
2605,positive
2606,positive
2607,positive
2608,negative
2609,negative
2610,negative
2611,negative
2612,negative
2613,positive
2614,negative
2615,positive
2616,positive
2617,negative
2618,negative
2619,negative
2620,positive
2621,negative
2622,negative
2623,negative
2624,negative
2625,negative
2626,negative
2627,positive
2628,negative
2629,negative
2630,negative
2631,negative
2632,positive
2633,positive
2634,negative
2635,positive
2636,negative
2637,positive
2638,positive
2639,negative
2640,negative
2641,negative
2642,negative
2643,negative
2644,negative
2645,negative
2646,negative
2647,positive
2648,positive
2649,negative
2650,negative
2651,positive
2652,negative
2653,negative
2654,positive
2655,positive
2656,positive
2657,negative
2658,negative
2659,negative
2660,positive
2661,positive
2662,positive
2663,positive
2664,positive
2665,positive
2666,positive
2667,positive
2668,positive
2669,positive
2670,positive
2671,positive
2672,positive
2673,negative
2674,negative
2675,positive
2676,negative
2677,positive
2678,negative
2679,positive
2680,positive
2681,negative
2682,negative
2683,negative
2684,negative
2685,negative
2686,positive
2687,negative
2688,positive
2689,positive
2690,positive
2691,positive
2692,positive
2693,negative
2694,negative
2695,negative
2696,negative
2697,negative
2698,positive
2699,positive
2700,negative
2701,positive
2702,negative
2703,positive
2704,positive
2705,positive
2706,negative
2707,negative
2708,negative
2709,negative
2710,positive
2711,negative
2712,negative
2713,negative
2714,positive
2715,positive
2716,negative
2717,negative
2718,negative
2719,negative
2720,negative
2721,negative
2722,positive
2723,positive
2724,positive
2725,positive
2726,positive
2727,negative
2728,negative
2729,positive
2730,positive
2731,negative
2732,negative
2733,positive
2734,negative
2735,positive
2736,positive
2737,positive
2738,positive
2739,positive
2740,positive
2741,negative
2742,positive
2743,positive
2744,negative
2745,negative
2746,positive
2747,negative
2748,negative
2749,negative
2750,positive
2751,positive
2752,negative
2753,positive
2754,positive
2755,positive
2756,positive
2757,positive
2758,positive
2759,positive
2760,positive
2761,positive
2762,positive
2763,negative
2764,positive
2765,positive
2766,positive
2767,positive
2768,negative
2769,positive
2770,positive
2771,negative
2772,positive
2773,positive
2774,positive
2775,positive
2776,negative
2777,positive
2778,negative
2779,positive
2780,negative
2781,positive
2782,negative
2783,negative
2784,positive
2785,positive
2786,negative
2787,negative
2788,negative
2789,negative
2790,negative
2791,negative
2792,negative
2793,positive
2794,positive
2795,negative
2796,positive
2797,negative
2798,negative
2799,negative
2800,negative
2801,positive
2802,negative
2803,negative
2804,negative
2805,negative
2806,negative
2807,positive
2808,negative
2809,negative
2810,negative
2811,negative
2812,negative
2813,negative
2814,negative
2815,negative
2816,negative
2817,negative
2818,negative
2819,positive
2820,negative
2821,negative
2822,negative
2823,negative
2824,negative
2825,negative
2826,negative
2827,positive
2828,negative
2829,negative
2830,positive
2831,negative
2832,negative
2833,positive
2834,negative
2835,negative
2836,negative
2837,positive
2838,negative
2839,negative
2840,positive
2841,negative
2842,negative
2843,negative
2844,negative
2845,negative
2846,negative
2847,negative
2848,negative
2849,negative
2850,negative
2851,negative
2852,negative
2853,negative
2854,negative
2855,positive
2856,negative
2857,positive
2858,negative
2859,negative
2860,negative
2861,negative
2862,positive
2863,negative
2864,negative
2865,negative
2866,negative
2867,negative
2868,positive
2869,negative
2870,negative
2871,negative
2872,positive
2873,positive
2874,negative
2875,negative
2876,negative
2877,negative
2878,negative
2879,positive
2880,negative
2881,negative
2882,negative
2883,negative
2884,positive
2885,negative
2886,negative
2887,negative
2888,negative
2889,negative
2890,positive
2891,negative
2892,negative
2893,negative
2894,positive
2895,positive
2896,negative
2897,positive
2898,negative
2899,negative
2900,negative
2901,negative
2902,negative
2903,negative
2904,negative
2905,negative
2906,positive
2907,positive
2908,negative
2909,positive
2910,positive
2911,positive
2912,negative
2913,negative
2914,negative
2915,negative
2916,negative
2917,positive
2918,positive
2919,positive
2920,negative
2921,positive
2922,positive
2923,negative
2924,positive
2925,negative
2926,negative
2927,negative
2928,positive
2929,negative
2930,positive
2931,negative
2932,negative
2933,negative
2934,negative
2935,negative
2936,positive
2937,negative
2938,positive
2939,positive
2940,positive
2941,positive
2942,negative
2943,negative
2944,positive
2945,negative
2946,negative
2947,positive
2948,positive
2949,positive
2950,negative
2951,negative
2952,positive
2953,positive
2954,positive
2955,negative
2956,positive
2957,negative
2958,negative
2959,negative
2960,negative
2961,positive
2962,positive
2963,positive
2964,negative
2965,negative
2966,negative
2967,positive
2968,positive
2969,negative
2970,positive
2971,negative
2972,negative
2973,positive
2974,positive
2975,positive
2976,positive
2977,positive
2978,negative
2979,negative
2980,negative
2981,negative
2982,negative
2983,negative
2984,negative
2985,positive
2986,negative
2987,negative
2988,negative
2989,negative
2990,negative
2991,negative
2992,negative
2993,positive
2994,negative
2995,positive
2996,negative
2997,positive
2998,negative
2999,negative
3000,positive
3001,negative
3002,negative
3003,negative
3004,negative
3005,negative
3006,negative
3007,negative
3008,positive
3009,negative
3010,negative
3011,negative
3012,positive
3013,negative
3014,negative
3015,negative
3016,negative
3017,negative
3018,positive
3019,negative
3020,negative
3021,negative
3022,negative
3023,negative
3024,negative
3025,negative
3026,negative
3027,negative
3028,negative
3029,negative
3030,negative
3031,negative
3032,positive
3033,negative
3034,negative
3035,negative
3036,negative
3037,negative
3038,negative
3039,negative
3040,negative
3041,positive
3042,negative
3043,negative
3044,negative
3045,negative
3046,negative
3047,negative
3048,positive
3049,negative
3050,negative
3051,negative
3052,negative
3053,negative
3054,negative
3055,negative
3056,negative
3057,negative
3058,negative
3059,negative
3060,negative
3061,negative
3062,negative
3063,negative
3064,negative
3065,negative
3066,negative
3067,positive
3068,negative
3069,negative
3070,negative
3071,negative
3072,negative
3073,negative
3074,negative
3075,negative
3076,negative
3077,negative
3078,positive
3079,negative
3080,negative
3081,negative
3082,negative
3083,negative
3084,negative
3085,positive
3086,negative
3087,negative
3088,negative
3089,negative
3090,negative
3091,positive
3092,positive
3093,positive
3094,positive
3095,negative
3096,positive
3097,negative
3098,negative
3099,positive
3100,negative
3101,positive
3102,negative
3103,negative
3104,positive
3105,negative
3106,positive
3107,negative
3108,negative
3109,negative
3110,negative
3111,positive
3112,negative
3113,negative
3114,negative
3115,negative
3116,positive
3117,negative
3118,negative
3119,negative
3120,positive
3121,positive
3122,positive
3123,negative
3124,negative
3125,positive
3126,positive
3127,negative
3128,positive
3129,positive
3130,positive
3131,positive
3132,negative
3133,positive
3134,positive
3135,positive
3136,positive
3137,positive
3138,negative
3139,positive
3140,negative
3141,positive
3142,positive
3143,positive
3144,negative
3145,positive
3146,negative
3147,negative
3148,positive
3149,negative
3150,negative
3151,negative
3152,negative
3153,positive
3154,negative
3155,negative
3156,positive
3157,positive
3158,positive
3159,positive
3160,positive
3161,positive
3162,negative
3163,positive
3164,negative
3165,positive
3166,negative
3167,positive
3168,negative
3169,negative
3170,positive
3171,positive
3172,positive
3173,negative
3174,positive
3175,negative
3176,positive
3177,negative
3178,positive
3179,positive
3180,negative
3181,negative
3182,negative
3183,positive
3184,positive
3185,positive
3186,positive
3187,positive
3188,negative
3189,negative
3190,positive
3191,positive
3192,positive
3193,negative
3194,positive
3195,positive
3196,positive
3197,negative
3198,positive
3199,positive
3200,positive
3201,positive
3202,positive
3203,positive
3204,positive
3205,positive
3206,negative
3207,positive
3208,negative
3209,negative
3210,negative
3211,positive
3212,positive
3213,negative
3214,positive
3215,positive
3216,positive
3217,positive
3218,negative
3219,negative
3220,positive
3221,negative
3222,positive
3223,positive
3224,positive
3225,positive
3226,positive
3227,positive
3228,negative
3229,negative
3230,negative
3231,positive
3232,positive
3233,negative
3234,negative
3235,negative
3236,negative
3237,positive
3238,negative
3239,negative
3240,negative
3241,positive
3242,positive
3243,positive
3244,positive
3245,negative
3246,negative
3247,positive
3248,negative
3249,positive
3250,negative
3251,positive
3252,negative
3253,positive
3254,positive
3255,negative
3256,positive
3257,positive
3258,positive
3259,positive
3260,positive
3261,positive
3262,positive
3263,positive
3264,positive
3265,negative
3266,positive
3267,positive
3268,negative
3269,positive
3270,negative
3271,negative
3272,positive
3273,positive
3274,negative
3275,negative
3276,positive
3277,positive
3278,positive
3279,positive
3280,positive
3281,negative
3282,positive
3283,positive
3284,positive
3285,positive
3286,negative
3287,positive
3288,negative
3289,negative
3290,positive
3291,positive
3292,negative
3293,negative
3294,positive
3295,positive
3296,positive
3297,negative
3298,negative
3299,positive
3300,positive
3301,negative
3302,positive
3303,negative
3304,positive
3305,negative
3306,negative
3307,negative
3308,negative
3309,negative
3310,negative
3311,positive
3312,negative
3313,positive
3314,positive
3315,positive
3316,negative
3317,positive
3318,negative
3319,positive
3320,positive
3321,negative
3322,positive
3323,negative
3324,negative
3325,negative
3326,negative
3327,negative
3328,positive
3329,positive
3330,positive
3331,positive
3332,negative
3333,positive
3334,positive
3335,positive
3336,positive
3337,positive
3338,positive
3339,positive
3340,negative
3341,positive
3342,negative
3343,negative
3344,negative
3345,negative
3346,negative
3347,positive
3348,negative
3349,negative
3350,negative
3351,positive
3352,positive
3353,positive
3354,positive
3355,positive
3356,positive
3357,negative
3358,positive
3359,positive
3360,positive
3361,positive
3362,positive
3363,negative
3364,negative
3365,positive
3366,positive
3367,negative
3368,positive
3369,negative
3370,positive
3371,negative
3372,positive
3373,positive
3374,positive
3375,positive
3376,negative
3377,positive
3378,negative
3379,negative
3380,negative
3381,negative
3382,negative
3383,negative
3384,negative
3385,negative
3386,negative
3387,negative
3388,negative
3389,negative
3390,negative
3391,negative
3392,negative
3393,negative
3394,negative
3395,negative
3396,negative
3397,negative
3398,negative
3399,negative
3400,negative
3401,negative
3402,positive
3403,negative
3404,negative
3405,negative
3406,negative
3407,negative
3408,negative
3409,negative
3410,negative
3411,positive
3412,positive
3413,negative
3414,negative
3415,negative
3416,positive
3417,negative
3418,negative
3419,negative
3420,negative
3421,negative
3422,negative
3423,negative
3424,negative
3425,negative
3426,negative
3427,negative
3428,positive
3429,negative
3430,positive
3431,negative
3432,positive
3433,negative
3434,negative
3435,negative
3436,negative
3437,negative
3438,negative
3439,negative
3440,positive
3441,positive
3442,negative
3443,positive
3444,negative
3445,positive
3446,positive
3447,positive
3448,positive
3449,negative
3450,negative
3451,positive
3452,positive
3453,negative
3454,negative
3455,negative
3456,negative
3457,negative
3458,negative
3459,positive
3460,positive
3461,negative
3462,negative
3463,negative
3464,negative
3465,positive
3466,negative
3467,negative
3468,negative
3469,negative
3470,positive
3471,negative
3472,negative
3473,negative
3474,negative
3475,positive
3476,positive
3477,negative
3478,negative
3479,negative
3480,negative
3481,negative
3482,negative
3483,negative
3484,negative
3485,negative
3486,negative
3487,negative
3488,negative
3489,negative
3490,negative
3491,negative
3492,negative
3493,negative
3494,negative
3495,negative
3496,negative
3497,negative
3498,negative
3499,positive
3500,positive
3501,positive
3502,negative
3503,negative
3504,negative
3505,negative
3506,negative
3507,negative
3508,negative
3509,positive
3510,negative
3511,negative
3512,positive
3513,negative
3514,negative
3515,negative
3516,negative
3517,negative
3518,negative
3519,negative
3520,negative
3521,positive
3522,negative
3523,negative
3524,negative
3525,negative
3526,negative
3527,negative
3528,negative
3529,negative
3530,negative
3531,negative
3532,negative
3533,negative
3534,negative
3535,negative
3536,negative
3537,negative
3538,negative
3539,negative
3540,negative
3541,negative
3542,negative
3543,negative
3544,negative
3545,negative
3546,negative
3547,positive
3548,negative
3549,negative
3550,negative
3551,negative
3552,negative
3553,negative
3554,negative
3555,negative
3556,negative
3557,negative
3558,negative
3559,negative
3560,negative
3561,negative
3562,negative
3563,negative
3564,negative
3565,negative
3566,negative
3567,negative
3568,negative
3569,negative
3570,negative
3571,negative
3572,negative
3573,negative
3574,negative
3575,negative
3576,negative
3577,negative
3578,negative
3579,negative
3580,negative
3581,negative
3582,negative
3583,negative
3584,negative
3585,positive
3586,negative
3587,negative
3588,negative
3589,negative
3590,negative
3591,negative
3592,negative
3593,negative
3594,negative
3595,negative
3596,negative
3597,negative
3598,negative
3599,negative
3600,negative
3601,negative
3602,negative
3603,negative
3604,negative
3605,negative
3606,negative
3607,negative
3608,negative
3609,negative
3610,negative
3611,positive
3612,negative
3613,negative
3614,negative
3615,negative
3616,negative
3617,negative
3618,negative
3619,negative
3620,negative
3621,negative
3622,negative
3623,negative
3624,negative
3625,negative
3626,positive
3627,negative
3628,negative
3629,negative
3630,negative
3631,negative
3632,negative
3633,negative
3634,negative
3635,negative
3636,negative
3637,negative
3638,negative
3639,negative
3640,negative
3641,negative
3642,negative
3643,negative
3644,negative
3645,negative
3646,negative
3647,negative
3648,negative
3649,positive
3650,negative
3651,negative
3652,negative
3653,negative
3654,negative
3655,negative
3656,negative
3657,negative
3658,negative
3659,negative
3660,negative
3661,negative
3662,negative
3663,negative
3664,negative
3665,negative
3666,negative
3667,negative
3668,negative
3669,negative
3670,negative
3671,negative
3672,negative
3673,negative
3674,negative
3675,negative
3676,positive
3677,negative
3678,negative
3679,positive
3680,positive
3681,positive
3682,positive
3683,positive
3684,positive
3685,positive
3686,positive
3687,positive
3688,positive
3689,positive
3690,positive
3691,positive
3692,positive
3693,negative
3694,positive
3695,negative
3696,positive
3697,negative
3698,negative
3699,positive
3700,negative
3701,negative
3702,positive
3703,positive
3704,negative
3705,positive
3706,positive
3707,positive
3708,positive
3709,positive
3710,negative
3711,negative
3712,negative
3713,negative
3714,positive
3715,positive
3716,positive
3717,positive
3718,positive
3719,positive
3720,negative
3721,negative
3722,positive
3723,positive
3724,negative
3725,negative
3726,negative
3727,negative
3728,positive
3729,positive
3730,positive
3731,positive
3732,positive
3733,positive
3734,positive
3735,positive
3736,positive
3737,positive
3738,negative
3739,positive
3740,positive
3741,positive
3742,negative
3743,negative
3744,positive
3745,positive
3746,positive
3747,positive
3748,negative
3749,negative
3750,negative
3751,negative
3752,positive
3753,negative
3754,negative
3755,positive
3756,negative
3757,positive
3758,positive
3759,positive
3760,positive
3761,positive
3762,negative
3763,positive
3764,positive
3765,positive
3766,positive
3767,positive
3768,positive
3769,positive
3770,negative
3771,positive
3772,positive
3773,positive
3774,negative
3775,negative
3776,positive
3777,positive
3778,positive
3779,negative
3780,positive
3781,positive
3782,negative
3783,positive
3784,positive
3785,negative
3786,positive
3787,positive
3788,negative
3789,negative
3790,negative
3791,positive
3792,positive
3793,negative
3794,positive
3795,positive
3796,positive
3797,negative
3798,positive
3799,positive
3800,positive
3801,negative
3802,negative
3803,positive
3804,negative
3805,negative
3806,negative
3807,positive
3808,positive
3809,negative
3810,negative
3811,positive
3812,negative
3813,positive
3814,positive
3815,negative
3816,negative
3817,positive
3818,positive
3819,positive
3820,positive
3821,negative
3822,positive
3823,negative
3824,negative
3825,positive
3826,negative
3827,negative
3828,negative
3829,positive
3830,positive
3831,negative
3832,positive
3833,negative
3834,positive
3835,negative
3836,negative
3837,negative
3838,negative
3839,negative
3840,negative
3841,positive
3842,negative
3843,negative
3844,negative
3845,negative
3846,negative
3847,positive
3848,positive
3849,positive
3850,negative
3851,positive
3852,positive
3853,negative
3854,negative
3855,negative
3856,positive
3857,positive
3858,negative
3859,positive
3860,negative
3861,positive
3862,negative
3863,positive
3864,positive
3865,positive
3866,positive
3867,positive
3868,positive
3869,positive
3870,negative
3871,positive
3872,positive
3873,positive
3874,positive
3875,positive
3876,negative
3877,negative
3878,negative
3879,positive
3880,positive
3881,positive
3882,positive
3883,positive
3884,negative
3885,negative
3886,positive
3887,negative
3888,negative
3889,negative
3890,positive
3891,positive
3892,positive
3893,positive
3894,positive
3895,positive
3896,positive
3897,positive
3898,negative
3899,negative
3900,positive
3901,negative
3902,positive
3903,negative
3904,positive
3905,negative
3906,positive
3907,positive
3908,negative
3909,negative
3910,negative
3911,negative
3912,positive
3913,positive
3914,positive
3915,positive
3916,positive
3917,negative
3918,negative
3919,positive
3920,positive
3921,negative
3922,positive
3923,positive
3924,positive
3925,positive
3926,positive
3927,negative
3928,positive
3929,negative
3930,negative
3931,negative
3932,negative
3933,positive
3934,positive
3935,positive
3936,positive
3937,positive
3938,positive
3939,negative
3940,positive
3941,positive
3942,positive
3943,positive
3944,negative
3945,positive
3946,positive
3947,negative
3948,negative
3949,negative
3950,negative
3951,negative
3952,negative
3953,negative
3954,negative
3955,negative
3956,negative
3957,positive
3958,negative
3959,positive
3960,positive
3961,positive
3962,negative
3963,negative
3964,positive
3965,positive
3966,positive
3967,positive
3968,positive
3969,positive
3970,positive
3971,positive
3972,positive
3973,positive
3974,negative
3975,positive
3976,positive
3977,negative
3978,negative
3979,negative
3980,negative
3981,positive
3982,negative
3983,negative
3984,negative
3985,negative
3986,negative
3987,positive
3988,positive
3989,negative
3990,positive
3991,positive
3992,negative
3993,negative
3994,positive
3995,negative
3996,negative
3997,positive
3998,negative
3999,positive
4000,positive
4001,negative
4002,negative
4003,negative
4004,negative
4005,positive
4006,positive
4007,negative
4008,negative
4009,negative
4010,negative
4011,negative
4012,positive
4013,negative
4014,negative
4015,positive
4016,positive
4017,negative
4018,negative
4019,negative
4020,negative
4021,negative
4022,negative
4023,negative
4024,negative
4025,negative
4026,negative
4027,negative
4028,positive
4029,negative
4030,negative
4031,negative
4032,negative
4033,positive
4034,positive
4035,positive
4036,negative
4037,positive
4038,positive
4039,positive
4040,negative
4041,negative
4042,positive
4043,positive
4044,positive
4045,positive
4046,negative
4047,positive
4048,positive
4049,negative
4050,negative
4051,positive
4052,positive
4053,negative
4054,negative
4055,positive
4056,positive
4057,negative
4058,negative
4059,positive
4060,positive
4061,positive
4062,negative
4063,negative
4064,negative
4065,positive
4066,positive
4067,positive
4068,negative
4069,negative
4070,positive
4071,positive
4072,negative
4073,positive
4074,negative
4075,positive
4076,positive
4077,positive
4078,positive
4079,positive
4080,positive
4081,positive
4082,positive
4083,negative
4084,positive
4085,negative
4086,positive
4087,positive
4088,positive
4089,positive
4090,positive
4091,positive
4092,positive
4093,positive
4094,positive
4095,negative
4096,negative
4097,positive
4098,positive
4099,positive
4100,negative
4101,positive
4102,positive
4103,positive
4104,positive
4105,positive
4106,positive
4107,positive
4108,negative
4109,positive
4110,positive
4111,positive
4112,positive
4113,negative
4114,negative
4115,positive
4116,positive
4117,positive
4118,positive
4119,negative
4120,positive
4121,negative
4122,positive
4123,positive
4124,negative
4125,positive
4126,positive
4127,positive
4128,positive
4129,positive
4130,positive
4131,positive
4132,positive
4133,positive
4134,positive
4135,positive
4136,positive
4137,positive
4138,positive
4139,negative
4140,positive
4141,positive
4142,positive
4143,positive
4144,positive
4145,negative
4146,negative
4147,negative
4148,positive
4149,positive
4150,positive
4151,positive
4152,positive
4153,positive
4154,positive
4155,negative
4156,positive
4157,negative
4158,positive
4159,positive
4160,negative
4161,positive
4162,positive
4163,negative
4164,positive
4165,positive
4166,positive
4167,positive
4168,positive
4169,positive
4170,negative
4171,positive
4172,positive
4173,negative
4174,positive
4175,negative
4176,negative
4177,negative
4178,positive
4179,positive
4180,positive
4181,positive
4182,positive
4183,negative
4184,positive
4185,negative
4186,negative
4187,positive
4188,positive
4189,positive
4190,positive
4191,negative
4192,negative
4193,negative
4194,positive
4195,positive
4196,positive
4197,positive
4198,positive
4199,positive
4200,negative
4201,negative
4202,positive
4203,negative
4204,positive
4205,positive
4206,positive
4207,positive
4208,positive
4209,positive
4210,negative
4211,negative
4212,negative
4213,negative
4214,positive
4215,positive
4216,negative
4217,positive
4218,positive
4219,positive
4220,positive
4221,negative
4222,negative
4223,negative
4224,negative
4225,positive
4226,positive
4227,positive
4228,negative
4229,negative
4230,positive
4231,positive
4232,positive
4233,negative
4234,negative
4235,negative
4236,negative
4237,positive
4238,negative
4239,negative
4240,positive
4241,positive
4242,positive
4243,negative
4244,positive
4245,positive
4246,positive
4247,positive
4248,negative
4249,positive
4250,positive
4251,positive
4252,positive
4253,positive
4254,positive
4255,positive
4256,positive
4257,positive
4258,negative
4259,positive
4260,positive
4261,positive
4262,negative
4263,positive
4264,positive
4265,positive
4266,positive
4267,positive
4268,positive
4269,positive
4270,negative
4271,positive
4272,positive
4273,positive
4274,negative
4275,negative
4276,negative
4277,positive
4278,positive
4279,positive
4280,negative
4281,positive
4282,positive
4283,negative
4284,positive
4285,negative
4286,positive
4287,negative
4288,positive
4289,positive
4290,negative
4291,negative
4292,negative
4293,positive
4294,positive
4295,negative
4296,negative
4297,positive
4298,negative
4299,negative
4300,positive
4301,positive
4302,negative
4303,negative
4304,negative
4305,negative
4306,negative
4307,positive
4308,positive
4309,positive
4310,negative
4311,negative
4312,positive
4313,positive
4314,negative
4315,negative
4316,negative
4317,negative
4318,negative
4319,positive
4320,negative
4321,negative
4322,negative
4323,positive
4324,positive
4325,positive
4326,positive
4327,negative
4328,negative
4329,negative
4330,negative
4331,negative
4332,negative
4333,positive
4334,negative
4335,negative
4336,negative
4337,negative
4338,negative
4339,negative
4340,positive
4341,negative
4342,negative
4343,positive
4344,negative
4345,negative
4346,negative
4347,negative
4348,positive
4349,positive
4350,negative
4351,positive
4352,positive
4353,positive
4354,positive
4355,negative
4356,positive
4357,positive
4358,negative
4359,negative
4360,negative
4361,negative
4362,negative
4363,negative
4364,positive
4365,positive
4366,negative
4367,negative
4368,negative
4369,positive
4370,positive
4371,positive
4372,positive
4373,positive
4374,positive
4375,positive
4376,positive
4377,negative
4378,positive
4379,positive
4380,negative
4381,positive
4382,negative
4383,positive
4384,positive
4385,positive
4386,positive
4387,positive
4388,positive
4389,positive
4390,positive
4391,negative
4392,negative
4393,negative
4394,positive
4395,positive
4396,positive
4397,positive
4398,positive
4399,positive
4400,positive
4401,positive
4402,negative
4403,positive
4404,positive
4405,positive
4406,positive
4407,negative
4408,negative
4409,negative
4410,positive
4411,negative
4412,negative
4413,negative
4414,negative
4415,positive
4416,negative
4417,positive
4418,negative
4419,negative
4420,negative
4421,positive
4422,negative
4423,positive
4424,positive
4425,negative
4426,positive
4427,positive
4428,negative
4429,positive
4430,positive
4431,positive
4432,positive
4433,positive
4434,positive
4435,positive
4436,positive
4437,negative
4438,negative
4439,positive
4440,positive
4441,positive
4442,positive
4443,positive
4444,negative
4445,negative
4446,negative
4447,positive
4448,negative
4449,positive
4450,negative
4451,positive
4452,positive
4453,negative
4454,negative
4455,positive
4456,negative
4457,positive
4458,positive
4459,positive
4460,negative
4461,negative
4462,positive
4463,positive
4464,negative
4465,negative
4466,positive
4467,positive
4468,positive
4469,negative
4470,positive
4471,negative
4472,negative
4473,positive
4474,positive
4475,positive
4476,positive
4477,negative
4478,positive
4479,positive
4480,positive
4481,positive
4482,positive
4483,positive
4484,positive
4485,positive
4486,positive
4487,negative
4488,positive
4489,positive
4490,positive
4491,positive
4492,positive
4493,positive
4494,positive
4495,positive
4496,positive
4497,positive
4498,positive
4499,positive
4500,negative
4501,negative
4502,positive
4503,positive
4504,negative
4505,positive
4506,positive
4507,negative
4508,positive
4509,positive
4510,positive
4511,positive
4512,negative
4513,positive
4514,positive
4515,positive
4516,positive
4517,positive
4518,positive
4519,positive
4520,positive
4521,positive
4522,negative
4523,negative
4524,positive
4525,positive
4526,negative
4527,positive
4528,positive
4529,positive
4530,positive
4531,positive
4532,positive
4533,positive
4534,negative
4535,negative
4536,negative
4537,positive
4538,positive
4539,positive
4540,positive
4541,positive
4542,positive
4543,positive
4544,negative
4545,negative
4546,negative
4547,positive
4548,positive
4549,positive
4550,positive
4551,negative
4552,positive
4553,negative
4554,positive
4555,negative
4556,positive
4557,positive
4558,negative
4559,positive
4560,positive
4561,positive
4562,negative
4563,positive
4564,positive
4565,positive
4566,positive
4567,positive
4568,positive
4569,negative
4570,positive
4571,positive
4572,positive
4573,positive
4574,negative
4575,positive
4576,negative
4577,negative
4578,negative
4579,positive
4580,positive
4581,negative
4582,negative
4583,negative
4584,negative
4585,negative
4586,negative
4587,positive
4588,positive
4589,negative
4590,negative
4591,negative
4592,negative
4593,positive
4594,negative
4595,negative
4596,negative
4597,negative
4598,negative
4599,negative
4600,positive
4601,negative
4602,positive
4603,negative
4604,positive
4605,negative
4606,negative
4607,negative
4608,positive
4609,positive
4610,negative
4611,negative
4612,positive
4613,negative
4614,positive
4615,negative
4616,positive
4617,negative
4618,negative
4619,positive
4620,negative
4621,positive
4622,negative
4623,negative
4624,positive
4625,negative
4626,positive
4627,negative
4628,positive
4629,positive
4630,negative
4631,positive
4632,positive
4633,positive
4634,negative
4635,positive
4636,negative
4637,positive
4638,positive
4639,positive
4640,positive
4641,positive
4642,negative
4643,negative
4644,negative
4645,positive
4646,negative
4647,positive
4648,positive
4649,negative
4650,positive
4651,positive
4652,positive
4653,negative
4654,negative
4655,positive
4656,negative
4657,negative
4658,negative
4659,negative
4660,negative
4661,negative
4662,positive
4663,positive
4664,negative
4665,positive
4666,negative
4667,positive
4668,negative
4669,positive
4670,negative
4671,negative
4672,positive
4673,positive
4674,positive
4675,positive
4676,negative
4677,positive
4678,positive
4679,positive
4680,positive
4681,positive
4682,positive
4683,positive
4684,positive
4685,positive
4686,positive
4687,positive
4688,positive
4689,positive
4690,positive
4691,positive
4692,negative
4693,positive
4694,positive
4695,positive
4696,positive
4697,positive
4698,positive
4699,positive
4700,positive
4701,positive
4702,positive
4703,positive
4704,positive
4705,positive
4706,positive
4707,negative
4708,positive
4709,negative
4710,positive
4711,positive
4712,positive
4713,negative
4714,positive
4715,positive
4716,negative
4717,positive
4718,positive
4719,positive
4720,positive
4721,negative
4722,negative
4723,negative
4724,positive
4725,positive
4726,negative
4727,positive
4728,positive
4729,positive
4730,positive
4731,positive
4732,positive
4733,positive
4734,negative
4735,positive
4736,positive
4737,positive
4738,positive
4739,positive
4740,positive
4741,positive
4742,positive
4743,positive
4744,positive
4745,positive
4746,negative
4747,positive
4748,positive
4749,positive
4750,negative
4751,positive
4752,positive
4753,positive
4754,negative
4755,positive
4756,positive
4757,positive
4758,positive
4759,positive
4760,positive
4761,negative
4762,negative
4763,positive
4764,negative
4765,negative
4766,negative
4767,positive
4768,negative
4769,negative
4770,positive
4771,positive
4772,positive
4773,positive
4774,negative
4775,negative
4776,negative
4777,negative
4778,negative
4779,positive
4780,positive
4781,negative
4782,positive
4783,negative
4784,positive
4785,positive
4786,positive
4787,positive
4788,positive
4789,positive
4790,positive
4791,positive
4792,positive
4793,positive
4794,negative
4795,positive
4796,positive
4797,negative
4798,positive
4799,positive
4800,positive
4801,negative
4802,positive
4803,negative
4804,negative
4805,negative
4806,positive
4807,positive
4808,positive
4809,negative
4810,negative
4811,negative
4812,negative
4813,negative
4814,negative
4815,negative
4816,negative
4817,negative
4818,negative
4819,negative
4820,positive
4821,positive
4822,negative
4823,positive
4824,positive
4825,positive
4826,positive
4827,negative
4828,negative
4829,negative
